id,symbol,country,currency,exchange,ipo,marketCapitalization,name,phone,shareOutstanding,ticker,weburl,logo,finnhubIndustry
1,,US,USD,NASDAQ NMS - GLOBAL MARKET,1999-01-22,3179304,NVIDIA Corp,14084862000,24600,NVDA,https://www.nvidia.com/,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NVDA.png,Semiconductors
