NVDA,SPCE,ABAT,BB,GME,GRRR,MAXN,TOMZ,XAU/USD,SPX
116.17000,6.17000,1.09000,2.27000,22.27000,2.44000,0.14330,0.72000,2465.15000,5433.28000
